location,latitude,longitude,count
Piazza del Popolo,41.910748,12.476361,1
Piazza del Mercato,44.035439,10.142462,1
Piazza San Pietro,41.902235,12.457357,1
Piazza Minghetti,44.491815,11.345326,1
Piave,46.134943,12.227778,1
Pianura padana,44.944424,11.049738,1
Pianosa,42.587257,10.098551,1
Piadena,45.130235,10.367140,1
Philadelphia,39.952724,-75.163526,1
Poltu Quatu,41.135358,9.497005,1
Polignano a Mare,40.994446,17.222488,1
Policoro,40.210459,16.676376,1
Poggioreale,37.762096,13.034318,1
Podrute,46.166224,16.245519,1
Plaza de la Revolucìon,23.122523,-82.396596,1
Carrara,44.077103,10.096726,1
Carpinone-Sulmona,41.684672,14.595614,1
Carnia,46.373672,13.133100,1
Caracas,10.506093,-66.914601,1
Cape Town -33.928830,18.417220,1
Capaci,38.170718,13.239170,1
Canton,23.130196,113.259294,1
Canale di Suez,30.605277,32.333100,1
Pistoia,43.974096,10.868708,1
Pirellone,45.484803,9.201193,1
Portofino,44.303665,9.209345,1
Porto Buio,42.846026,-8.684062,1
Porto Badisco,40.080118,18.483374,1
Porta Palazzo,45.076137,7.683955,1
Porta Nuova,45.062754,7.678958,1
Porta Capuana,40.854399,14.265434,1
Port Said,31.263235,32.305505,1
Ponza,38.710456,13.191300,1
Pontina,-7.206489,-35.630735,1
Pontedera Teatro,43.664532,10.648210,1
Ponte di Rialto,35.000074,104.999927,1
Ponte di Mostar,43.338316,17.810040,1
Ponte Latino,41.877859,12.518939,1
Ponente,44.456019,8.703129,1
Pomezia,41.667529,12.504786,1
Polverigi,43.525561,13.392073,1
Prealpi,45.926543,12.552009,1
Pratello,42.065063,9.362258,1
Praeneste,41.824093,12.859352,1
Posillipo,40.810206,14.202435,1
Camporeale,37.897186,13.095412,1
Campo di Hereford -46.708373,-75.164530,1
Campidano,39.578576,8.735557,1
Campi Bisenzio,43.821634,11.136678,1
Campania Felix,40.751962,14.493268,1
Camerun,4.612552,13.153581,1
Cambogia,12.543322,104.814491,1
Calvi,42.567708,8.759053,1
Calcutta,22.572646,88.363895,1
Calais,50.952477,1.853845,1
Calabresi,43.763902,11.758976,1
Portorico,18.224771,-66.485829,1
Repubblica Dominicana,19.097403,-70.302803,1
Regno delle due Sicilie,38.194521,15.246118,1
Reggia di Caserta,41.073158,14.327104,1
Reggia di Carditello,41.061622,14.189968,1
Recife,-8.058493,-34.884819,1
Re di Bologna,44.214292,11.504082,1
Ravenna,44.364061,12.059010,1
Rangoon,16.796713,96.160992,1
Radicofani,42.896507,11.769706,1
Racale,39.963119,18.093826,1
Quirinale,41.900654,12.486034,1
Questura di Milano,45.473046,9.192084,1
Quarticciolo,41.892494,12.576867,1
Purulia,23.202097,86.322899,1
Provenza,4.733028,-74.082329,1
Prenestina,41.862997,12.951802,1
Rimini,40.190632,116.412144,1
Riga,56.949398,24.105185,1
Riccione,43.998274,12.647437,1
Riano,42.100122,12.505675,1
Rialto,34.106400 -117.370323,1
Rho,45.528878,9.041560,1
Repubblica di Roma,41.652900,41.637169,1
Repubblica di Macedonia,45.484061,9.197304,1
Cairo,30.044388,31.235726,1
Cairano,40.896819,15.370354,1
Cadegliano Viconago,45.964600,8.830903,1
Bussi,44.806152,7.509516,1
Burkina Faso,12.075308,-1.688031,1
Buonconvento,43.138188,11.482096,1
Buckingham Palace,51.500835,-0.143005,1
Brisbane -27.468962,153.023501,1
Rosarno,38.487283,15.976495,1
Roncone,45.983659,10.670882,1
Roma di Piove,45.346575,12.005817,1
Roma Termini,41.901195,12.501671,1
Roma Sapienza,41.903500,12.514769,1
Roma Nord,42.156952,12.615251,1
Roma Imperiale,43.951302,10.177044,1
Roccapinola,45.464194,9.189635,1
Roccamonfina,41.289743,13.983469,1
Rocca di Radicofani,42.898626,11.768971,1
Rocca Canterano,41.956523,13.021788,1
Robben Island -33.805300,18.368883,1
Rione Sanità,40.857644,14.251961,1
Rio delle Amazzoni,-1.128100,-51.219634,1
Rio della Grana,41.902132,12.453372,1
Rio -22.911014,-43.209373,1
Saint Lazare,48.875415,2.325353,1
Sacro Romano Impero,46.798562,8.231974,1
Sacrario del Monte Grappa,45.870657,11.800690,1
Sabaudia,41.301567,13.025873,1
Ruffano,39.984092,18.247476,1
Rovereto,45.886548,11.045237,1
Bretagna,48.264085,-2.920241,1
Brembate di Sopra,45.716763,9.579416,1
Brancaccio,38.095578,13.383682,1
Boston Chicago,41.936729,-87.668917,1
Bosnia-Erzegovina,44.305348,17.596147,1
Bosnia Herzegovina,44.305348,17.596147,1
Bosa,40.297006,8.498612,1
Borgovecchio,45.028752,6.831999,1
Borgo Teresiano,45.653061,13.773012,1
Rosignano Solvay,43.396039,10.434051,1
San Giovanni a Teduccio,40.837974,14.306863,1
San Giovanni Rotondo,41.706911,15.728846,1
San Giovanni,44.876226,9.074182,1
San Giorgio,45.686088,11.085257,1
San Gennaro,41.674606,12.726414,1
San Floriano del Collio,45.983109,13.587083,1
San Felice del Circeo,41.260011,13.132959,1
San Casciano in Val di Pesa,43.656960,11.185668,1
San Carlo,45.537805,10.008212,1
San Berillo,37.506342,15.090613,1
Salò,45.605677,10.520069,1
Salvia di Lucania,40.569813,15.552562,1
Salonicco,40.640317,22.935272,1
Salina,38.840280,-97.611424,1
Saint Vincent,12.904470,-61.276557,1
Saint Moritz,46.497896,9.839243,1
Santa Sede,8.407804,-76.112405,1
Santa Mira,34.719938 -120.581601,1
Santa Maria delle Azzorre,10.677342,-74.971867,1
Santa Maria della Pace,40.852331,14.261974,1
Santa Cristina,45.643515,12.136224,1
Santa Caterina di Prato,46.043008,13.186727,1
Santa Brigida,45.984547,9.621792,1
Sannio,41.061966,14.853841,1
San Vittore,44.523925,7.631824,1
San Salvario,45.054950,7.680152,1
San Pietro a Corte,40.679562,14.757532,1
San Pietro Avellana,41.790629,14.182216,1
San Nicola Arcella,39.848174,15.794971,1
San Miniato al Tedesco,11.270432,-74.185788,1
San Lupo,41.260105,14.635629,1
San Lorenzo,42.383211,9.287966,1
Sarroch,39.065559,9.010829,1
Sardella,38.062165,14.971780,1
Sao Paulo -23.550651,-46.633382,1
Santuario della Fortuna Primigenia,41.838966,12.891249,1
Santorini,36.407111,25.456664,1
Santo Stefano degli Ulivi,45.698049,8.452449,1
Santo Domingo,18.471386,-69.891844,1
Santiago,9.869479,-83.798075,1
Bollate,45.542677,9.117582,1
Bolivia -17.056870,-64.991229,1
Bochum,51.481811,7.219664,1
Bisanzio,37.069144,15.289490,1
Birmania,17.175050,95.999965,1
Betlemme,45.212514,7.910023,1
Berna,46.948474,7.452175,1
Bergamo,45.756656,9.754219,1
Basilea,47.558108,7.587826,1
Basentana,40.378385,16.789949,1
Barona,45.208594,9.277003,1
Sicilia meridionale,37.449255,14.102287,1
Sicilia,45.908326,9.142063,1
Sibillini,42.876249,13.248452,1
Sharm el Sheikh,27.864442,34.295447,1
Sforza di Milano,45.470301,9.178091,1
Sestu,39.299936,9.092593,1
Sesto,46.702743,12.350544,1
Sesia,45.581177,8.390511,1
Serramezzana,40.243948,15.032059,1
Senna,48.734070,2.444815,1
Senegal,14.475061,-14.452961,1
Segrate,45.490735,9.294820,1
Sebina -20.830506,27.219551,1
Sparta,37.081111,22.424847,1
Spaccanapoli,41.389394,2.179772,1
Somma Vesuviana,40.871615,14.436142,1
Somalia,8.367677,49.083416,1
Slovacchia,48.741152,19.452865,1
Silicon Valley,37.442996 -122.154523,1
Sila,12.117860,21.445885,1
Beneventano,36.810022,14.817535,1
Belvedere,48.193917,16.380402,1
Bellinzona,46.192054,9.020589,1
Belleville,48.817671,6.098268,1
Bellano,46.042951,9.304036,1
Bellagio,45.987255,9.261300,1
Belfast,54.597580,-5.927710,1
Baviera,48.946756,11.403872,1
Basilica,46.744158,11.648513,1
Baixa,38.711066,-9.137367,1
Sud Africa -28.816624,24.991639,1
Suburra,41.895071,12.490837,1
Su Pallosu,40.050218,8.403026,1
Strongoli,39.263959,17.052026,1
Stromboli,38.791796,15.211175,1
Striscia di Gaza,31.443223,34.360007,1
Strasburgo,48.584614,7.750713,1
Strada statale 16 Adriatica,42.696208,13.999813,1
Sternatia,40.222125,18.225226,1
Stazione Termini,41.899618,12.506249,1
Stadio Olimpico,41.933942,12.454771,1
Sri Lanka,7.555494,80.713785,1
Srebrenica,44.106319,19.295278,1
Spinaceto,41.787670,12.446635,1
Spezia,45.038138,7.669476,1
Svizzera italiana,46.225192,8.862764,1
Suzhou,31.311123,120.621288,1
Supersano,40.017721,18.243229,1
Sultanato delle Due Sicilie,37.587794,14.155048,1
Sud del Paese,7.828095,35.822058,1
Sud Tirolo,46.691101,11.154223,1
Barcola,45.681083,13.754715,1
Banyuls-sur-mer,42.479408,3.127589,1
Baniyas,35.185136,35.947782,1
Bangland,39.783730 -100.445882,1
Bangladesh,24.476929,90.293441,1
Bangkok,13.752494,100.493509,1
Banari,40.572927,8.697371,1
Baltico,56.000000,18.000000,1
Balmoral,57.040691,-3.230105,1
Ballarò,38.111356,13.361578,1
Teatro Valle,41.897351,12.474761,1
Teatro Stabile,45.442251,10.998775,1
Teatro Sistina,41.904222,12.486885,1
Teatro San Carlo,28.740400 -106.161276,1
Teatro Regio,45.070592,7.687956,1
Teatro Metastasio,43.879741,11.099477,1
Teatro Eliseo,41.897977,12.488589,1
Teatro Dubrovka,55.625578,37.606392,1
Tayibe,32.261531,35.002177,1
Taurasi,41.008350,14.957439,1
Tanzania,-6.524712,35.787844,1
Tangeri,35.769630,-5.803352,1
Tagikistan,38.628173,70.815654,1
Sèvres,48.824741,2.212708,1
Sydney -33.869844,151.208285,1
Syangboche,27.811865,86.710861,1
Termini Imerese,37.983651,13.695554,1
Terme,41.209039,36.972169,1
Terezin,50.510716,14.149717,1
Tel-Aviv,32.085300,34.781806,1
Teheran,35.689252,51.389600,1
Tebe,-7.250500,29.623083,1
Teatro della Sapienza,43.109334,12.386160,1
Teatro antico di Taormina,37.852371,15.292271,1
Baghdad,33.306170,44.387221,1
Avila,40.656478,-4.700217,1
Aviano,46.064449,12.590567,1
Avellino Rocchetta S.Antonio,45.067755,7.682489,1
Avellino,40.996545,15.140569,1
Austria-Ungheria,48.114705,22.307733,1
Austin,30.271129,-97.743700,1
Atessa,42.071806,14.448903,1
Tolmezzo,46.405368,13.015836,1
Toledo,39.855891,-4.024265,1
Togo,8.780026,1.019977,1
Tivoli,41.960922,12.798884,1
Tirreno,39.999974,11.999983,1
Tirrenica,37.794724,14.016831,1
Tirolo,47.223193,11.526103,1
Tierra del Fuego -54.381521,-67.567900,1
Ticino,46.335191,8.752590,1
Tiburtina Valley,41.893320,12.482932,1
Tibet,29.855644,90.874981,1
Thailandia,14.897192,100.832730,1
Terrasini,38.152822,13.082122,1
Terrarossa,44.231864,9.960625,1
Terracina,41.287120,13.249201,1
Terra dei Fuochi,40.932391,14.039149,1
Torpignattara,41.877793,12.542318,1
Toronto,43.653482,-79.383935,1
Torino,40.905919,15.143435,1
Torbellamonaca,43.946543,12.630749,1
Asolo,45.800727,11.914244,1
Asiago,45.875377,11.510700,1
Asia Minore,51.000000,10.000000,1
Asia Minore,41.875562,-87.624421,1
Ascoli Piceno,42.883420,13.539593,1
Art District,42.361486,-83.061504,1
Arno,43.766453,11.257320,1
Argentina,39.783730 -100.445882,1
Argentario,46.092107,11.145136,1
Argenta,44.614338,11.833842,1
Tombolo,45.647028,11.830422,1
Tolosa,43.604464,1.444243,1
Antigua,17.103715,-61.790450,1
Tuscia,43.458654,11.138920,1
Turkmenistan,39.376381,59.392461,1
Turingia,50.901472,11.037784,1
Tropea,38.675267,15.894851,1
Troia,41.363128,15.312347,1
Triveneto,45.401472,11.873228,1
Tribunale di Sassari,40.723405,8.565491,1
Tribunale di Palermo,38.118577,13.351963,1
Trastevere,41.891159,12.466846,1
Transnistria,47.759868,29.117605,1
Transkei -32.973575,27.923588,1
Torvaianica,41.620716,12.463199,1
Torre di Londra,41.467014,12.888624,1
Torre del Lago,46.480556,11.655115,1
Torre Canne,40.838873,17.465498,1
Università di Milano,45.479029,9.232210,1
Università di Firenze,43.778367,11.260054,1
Università di Cosenza,39.362087,16.223709,1
Università di Catania,37.503887,15.087560,1
Università La Sapienza,41.904393,12.517382,1
Udine,46.063463,13.235838,1
Area 51,37.227586 -115.838509,1
Aranceto,38.839192,16.611441,1
Aragona,41.378729,-0.763937,1
Arad,46.175379,21.319634,1
Appennino toscano,43.653000,11.645340,1
Appennino Tosco-Emiliano,44.332700,10.196818,1
Appennino Toscano,43.653000,11.645340,1
Appennino Emiliano,44.253609,10.475676,1
Appenninico,42.688054,12.768315,1
Anversa,51.221110,4.399708,1
Valli del Natisone,46.104854,13.453465,1
Valle del Chiese,45.890246,10.605161,1
Valle de los Caidos,20.097016,-98.753138,1
Valle Serena,46.041450,8.395881,1
Valencia,39.469707,-0.376335,1
Valdobbiadene,45.901413,11.995512,1
Valacchia,45.420201,7.600126,1
Val di Susa,45.134808,7.060912,1
Val dei Mocheni,46.118766,11.323817,1
Val Susa,45.134808,7.060912,1
Val Grande,46.021864,8.482809,1
Val Codera,45.632546,10.216587,1
Vajont,46.146136,12.697447,1
Università di Teheran,32.647531,54.564352,1
Università di Roma,41.903500,12.514769,1
Università di Napoli,40.845531,14.255111,1
Vermiglio,46.296905,10.691365,1
Venezuela,8.001871,-66.110932,1
Venezia,51.507446,-0.127765,1
Valtellina,46.323362,10.258414,1
Valsamoggia,44.439824,11.059275,1
Valona,40.470760,19.491272,1
Vallombrosa,43.732723,11.555093,1
Annapurna,28.595806,83.819920,1
Andalusia,37.339996,-4.581161,1
Americhe,9.254836,-79.880562,1
America meridionale -21.000218,-61.000656,1
America,42.310262,13.957590,1
Alvernia,45.710013,3.153180,1
Altopiano di Asiago,45.911048,11.587895,1
Alto Vicentino,-3.943356,-79.948142,1
Altamura,40.854335,16.566605,1
Accademia di Belle Arti di Brera,45.471942,9.187820,1
Adria,45.053123,12.057200,1
Villa Torlonia,41.913643,12.511624,1
Villa Recchi,43.894481,12.902769,1
Villa Quiete,38.169995,15.537672,1
Villa Primic,40.835885,14.248768,1
Villa Matura,10.663596,-61.074458,1
Villa Maraini,42.409833,12.855077,1
Villa Gioconda -38.770083,-72.757463,1
Aglianico,41.900548,15.105041,1
Acquasparta,42.691173,12.546451,1
Viareggio,43.867239,10.250606,1
Via del Mandrione,41.866599,12.541789,1
Via Veneto,41.392474,2.139128,1
Via Melchiorre Gioia,45.485535,9.196546,1
Via Emilia Ponente,44.509322,11.294832,1
Alessandria d'Egitto,31.199181,29.895172,1
Alcarràs,41.563258,0.524040,1
Alberobello,40.784124,17.237703,1
Albalonga,41.879500,12.513208,1
Alaska,64.445961 -149.680909,1
Agro Pontino,44.420408,12.178260,1
West Bank,44.971928,-93.246349,1
Wall Street,40.706771,-74.010122,1
Vulture,40.497455,74.911952,1
Volturno,41.325847,14.229562,1
Volterra,43.400337,10.860019,1
Voghera,44.992670,9.008667,1
Acerra,40.946053,14.375008,1
Acerenza,40.792121,15.936568,1
Accra,5.557110,-0.201238,1
Accademia di Belle Arti di Napoli,40.851581,14.250849,1

